Land_ID,Location,State,District,Land_Type,Area_Acres,Current_Price_Per_Acre,Total_Value,Year_Purchased,Distance_to_Highway_KM,Distance_to_City_KM,Distance_to_Airport_KM,Water_Availability,Electricity_Availability,Zoning,Annual_Appreciation_Percent,Risk_Score,Market_Demand_Index,Expected_ROI_5Y,Population_Growth_Rate,Infrastructure_Score,Flood_Risk,Rental_Yield_Percent,Government_Project_Score,Road_Connectivity_Score,Last_Updated
L01123,Puri,Odisha,Puri,Industrial,17.3,4809657,83207066.1,2021,21.8,53.2,9.5,Yes,Yes,Commercial,4.45,2,51,136,4.0,50,5,4.34,71,66,2026-05-29
L01124,Hyderabad,Telangana,Hyderabad,Residential,9.01,10296981,92775798.81,2018,22.2,68.1,23.3,Yes,Yes,Agricultural,6.27,4,89,45,5.05,44,1,2.0,59,98,2026-05-29
L01125,Pune,Maharashtra,Pune,Residential,19.32,10597897,204751370.04,2020,30.5,49.5,45.9,No,No,Commercial,14.74,5,81,99,2.83,72,5,8.6,42,94,2026-05-29
L01126,Bhubaneswar,Odisha,Khordha,Commercial,22.74,13033626,296384655.24,2023,31.6,57.5,16.8,No,Yes,Residential,8.79,4,74,98,4.0,74,3,11.38,99,91,2026-05-29
L01127,Cuttack,Odisha,Cuttack,Industrial,11.85,4833310,57274723.5,2016,30.7,61.8,85.4,Yes,No,Residential,6.62,2,60,46,1.53,81,1,9.12,42,69,2026-05-29
L01128,Bengaluru,Karnataka,Bengaluru Urban,Industrial,10.2,12908319,131664853.8,2016,30.9,56.6,102.9,Yes,No,Commercial,8.92,2,82,27,3.29,96,3,9.38,62,80,2026-05-29
L01129,Chennai,Tamil Nadu,Chennai,Agricultural,18.77,4305953,80822737.81,2019,33.2,69.9,93.9,No,Yes,Agricultural,4.28,3,96,31,3.22,62,1,1.97,67,53,2026-05-29
L01130,Pune,Maharashtra,Pune,Industrial,17.95,14318246,257012515.7,2026,16.2,54.4,76.2,Yes,Yes,Mixed Use,13.13,4,66,109,0.73,51,3,6.04,89,88,2026-05-29
L01131,Cuttack,Odisha,Cuttack,Agricultural,24.48,3689367,90315704.16,2022,28.0,18.4,72.9,Yes,No,Commercial,9.71,1,68,36,3.69,50,5,5.34,75,69,2026-05-29
L01132,Bengaluru,Karnataka,Bengaluru Urban,Commercial,2.53,10523525,26624518.25,2020,6.1,35.0,15.5,No,No,Industrial,16.96,4,94,107,5.87,46,1,10.8,62,66,2026-05-29
L01133,Cuttack,Odisha,Cuttack,Agricultural,24.45,9458983,231272134.35,2019,4.4,31.5,45.5,No,Yes,Residential,14.45,4,95,86,3.84,71,4,6.3,99,75,2026-05-29
L01134,Bengaluru,Karnataka,Bengaluru Urban,Residential,4.75,4915616,23349176.0,2018,40.9,20.5,53.4,No,Yes,Agricultural,10.8,2,45,133,4.66,88,2,11.55,64,74,2026-05-29
L01135,Cuttack,Odisha,Cuttack,Residential,19.16,4172936,79953453.76,2016,1.4,78.0,86.1,Yes,No,Mixed Use,7.53,4,85,146,4.63,46,1,8.26,64,80,2026-05-29
L01136,Chennai,Tamil Nadu,Chennai,Residential,1.26,3764870,4743736.2,2022,40.7,17.1,114.7,Yes,No,Mixed Use,24.89,2,47,61,3.32,88,4,6.05,71,100,2026-05-29
L01137,Bhubaneswar,Odisha,Khordha,Agricultural,22.96,4175878,95878158.88,2024,42.1,24.8,32.4,Yes,No,Commercial,7.93,3,85,22,3.46,84,2,4.12,68,66,2026-05-29
L01138,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,21.88,13222946,289318058.48,2016,38.9,35.5,35.2,No,No,Industrial,22.38,5,41,34,1.42,100,5,8.38,45,70,2026-05-29
L01139,Bhubaneswar,Odisha,Khordha,Industrial,8.88,9655540,85741195.2,2021,26.8,68.0,80.1,Yes,Yes,Mixed Use,22.0,2,60,108,2.67,91,2,7.62,83,51,2026-05-29
L01140,Chennai,Tamil Nadu,Chennai,Agricultural,8.39,2027718,17012554.02,2015,25.5,67.9,78.0,No,No,Commercial,18.76,4,46,73,4.18,42,1,11.19,53,55,2026-05-29
L01141,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,3.02,8737914,26388500.28,2015,47.8,3.6,104.3,No,Yes,Commercial,24.05,5,50,66,2.7,88,1,10.72,67,89,2026-05-29
L01142,Chennai,Tamil Nadu,Chennai,Commercial,13.17,12855153,169302365.01,2017,46.0,52.4,95.7,Yes,Yes,Agricultural,15.21,4,43,104,3.08,44,1,7.77,62,85,2026-05-29
L01143,Puri,Odisha,Puri,Industrial,6.76,7438883,50286849.08,2022,17.2,28.8,109.9,No,No,Residential,5.09,4,82,41,4.44,88,1,2.12,41,72,2026-05-29
L01144,Hyderabad,Telangana,Hyderabad,Agricultural,18.55,3927473,72854624.15,2016,20.3,27.1,104.2,Yes,No,Commercial,3.74,1,40,93,3.03,97,5,2.68,57,88,2026-05-29
L01145,Hyderabad,Telangana,Hyderabad,Agricultural,5.64,10239232,57749268.48,2016,3.8,78.2,25.7,No,No,Residential,16.4,3,75,76,4.93,86,1,10.38,55,94,2026-05-29
L01146,Rourkela,Odisha,Sundargarh,Industrial,3.81,13861639,52812844.59,2018,27.0,21.5,12.2,No,No,Residential,7.92,3,80,112,4.66,95,1,6.25,63,86,2026-05-29
L01147,Cuttack,Odisha,Cuttack,Agricultural,5.0,13970801,69854005.0,2019,19.9,5.7,59.4,No,Yes,Residential,7.71,2,65,23,2.59,45,1,4.41,52,64,2026-05-29
L01148,Hyderabad,Telangana,Hyderabad,Agricultural,4.79,4354588,20858476.52,2020,7.3,42.0,61.5,No,No,Agricultural,22.57,5,52,90,1.49,42,5,2.07,47,47,2026-05-29
L01149,Rourkela,Odisha,Sundargarh,Agricultural,18.41,3860904,71079242.64,2017,28.7,20.1,10.0,Yes,No,Industrial,24.13,2,94,94,4.15,59,4,3.04,56,85,2026-05-29
L01150,Puri,Odisha,Puri,Industrial,8.2,6200739,50846059.8,2022,19.6,5.1,119.4,No,Yes,Residential,19.1,1,97,38,3.24,58,1,6.73,71,64,2026-05-29
L01151,Cuttack,Odisha,Cuttack,Industrial,9.07,616808,5594448.56,2017,11.0,9.9,81.6,No,Yes,Industrial,18.74,1,53,98,4.9,65,5,5.0,69,84,2026-05-29
L01152,Chennai,Tamil Nadu,Chennai,Commercial,17.99,12673590,227997884.1,2023,37.1,53.0,38.5,Yes,No,Residential,16.47,1,42,115,5.74,86,3,11.16,55,48,2026-05-29
L01153,Bhubaneswar,Odisha,Khordha,Industrial,21.33,1364683,29108688.39,2016,3.5,59.0,93.0,Yes,No,Residential,8.72,4,79,59,2.41,68,4,1.2,94,62,2026-05-29
L01154,Bengaluru,Karnataka,Bengaluru Urban,Commercial,12.09,5858662,70831223.58,2023,30.1,29.2,9.5,No,No,Residential,22.6,5,75,94,0.55,47,1,4.03,91,47,2026-05-29
L01155,Cuttack,Odisha,Cuttack,Residential,14.49,10044994,145551963.06,2016,44.5,19.1,4.9,No,No,Mixed Use,9.82,5,88,129,4.43,96,1,1.36,74,81,2026-05-29
L01156,Sambalpur,Odisha,Sambalpur,Commercial,18.76,5506815,103307849.4,2021,44.8,55.9,106.5,Yes,Yes,Mixed Use,12.55,1,63,147,1.02,70,2,4.83,59,61,2026-05-29
L01157,Hyderabad,Telangana,Hyderabad,Commercial,5.9,14293809,84333473.1,2026,34.4,55.3,34.8,Yes,Yes,Agricultural,10.73,1,54,113,3.45,74,2,10.99,99,87,2026-05-29
L01158,Bhubaneswar,Odisha,Khordha,Residential,19.65,3719492,73088017.8,2019,31.1,59.1,25.2,Yes,No,Commercial,12.28,2,99,133,3.6,64,1,7.73,52,78,2026-05-29
L01159,Chennai,Tamil Nadu,Chennai,Commercial,13.07,13911409,181822115.63,2015,15.2,39.9,64.2,No,No,Mixed Use,14.33,4,90,96,5.26,70,1,3.38,99,94,2026-05-29
L01160,Cuttack,Odisha,Cuttack,Industrial,17.73,9193114,162993911.22,2023,5.1,61.4,26.8,Yes,No,Agricultural,16.87,1,63,64,4.41,99,1,11.69,90,95,2026-05-29
L01161,Cuttack,Odisha,Cuttack,Commercial,10.75,12997245,139720383.75,2020,26.5,12.2,83.8,Yes,No,Agricultural,24.68,4,47,72,2.93,45,3,2.58,97,97,2026-05-29
L01162,Puri,Odisha,Puri,Commercial,18.41,10193719,187666366.79,2023,31.4,21.4,92.2,Yes,No,Commercial,9.88,5,46,96,2.82,75,4,1.8,40,54,2026-05-29
L01163,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,6.76,547153,3698754.28,2018,27.9,13.8,71.4,Yes,No,Residential,5.93,2,71,97,3.31,74,5,9.12,69,99,2026-05-29
L01164,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,21.28,12307473,261903025.44,2015,35.9,41.3,103.2,No,Yes,Industrial,4.84,5,40,42,0.95,61,3,5.0,51,59,2026-05-29
L01165,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,15.82,3152824,49877675.68,2021,17.1,60.7,21.0,No,Yes,Industrial,3.27,5,70,65,3.45,46,4,3.4,70,89,2026-05-29
L01166,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,7.56,9266775,70056819.0,2017,16.2,7.5,65.4,Yes,No,Residential,10.56,5,82,25,0.93,90,4,2.59,99,98,2026-05-29
L01167,Pune,Maharashtra,Pune,Industrial,16.04,14943401,239692152.04,2016,24.3,66.1,49.5,Yes,Yes,Mixed Use,15.13,1,84,147,5.99,89,3,10.26,81,92,2026-05-29
L01168,Hyderabad,Telangana,Hyderabad,Industrial,24.48,2398512,58715573.76,2020,35.7,53.8,36.7,No,No,Agricultural,16.09,2,80,103,3.71,70,1,1.14,54,66,2026-05-29
L01169,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,7.74,11166823,86431210.02,2019,33.1,38.2,29.9,No,Yes,Mixed Use,17.25,2,99,60,1.77,75,5,8.23,85,95,2026-05-29
L01170,Puri,Odisha,Puri,Agricultural,19.53,856623,16729847.19,2016,26.1,38.2,19.9,Yes,No,Commercial,16.49,2,53,45,2.95,58,4,9.45,47,48,2026-05-29
L01171,Rourkela,Odisha,Sundargarh,Residential,9.49,6784837,64388103.13,2025,17.7,22.9,5.8,Yes,No,Industrial,18.35,2,93,141,0.82,92,4,1.4,71,76,2026-05-29
L01172,Pune,Maharashtra,Pune,Commercial,15.64,10706302,167446563.28,2025,4.6,39.3,37.3,Yes,No,Commercial,14.84,1,81,55,3.3,59,1,10.73,96,51,2026-05-29
L01173,Bengaluru,Karnataka,Bengaluru Urban,Industrial,6.91,8008140,55336247.4,2025,0.2,54.5,92.9,No,No,Residential,14.96,2,90,47,0.61,89,2,8.41,80,80,2026-05-29
L01174,Pune,Maharashtra,Pune,Agricultural,20.08,4639332,93157786.56,2018,0.4,59.9,8.4,No,Yes,Agricultural,8.87,5,47,128,3.42,48,3,9.78,94,51,2026-05-29
L01175,Bengaluru,Karnataka,Bengaluru Urban,Industrial,12.77,13272489,169489684.53,2018,34.5,45.5,15.8,No,No,Mixed Use,6.4,1,64,72,4.89,55,3,4.64,60,99,2026-05-29
L01176,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,1.73,8319628,14392956.44,2022,35.9,23.5,56.4,No,No,Commercial,10.78,4,50,52,4.89,98,2,6.53,71,100,2026-05-29
L01177,Bhubaneswar,Odisha,Khordha,Commercial,23.02,10292501,236933373.02,2015,31.7,47.9,32.0,Yes,Yes,Mixed Use,24.31,5,54,131,1.97,77,2,8.73,75,69,2026-05-29
L01178,Puri,Odisha,Puri,Industrial,8.53,4243610,36197993.3,2023,42.2,30.4,41.7,Yes,Yes,Mixed Use,13.45,2,81,139,5.82,73,5,6.11,53,69,2026-05-29
L01179,Hyderabad,Telangana,Hyderabad,Commercial,1.29,10107658,13038878.82,2025,19.5,45.3,43.2,Yes,Yes,Mixed Use,6.26,4,74,53,2.3,46,5,4.48,42,50,2026-05-29
L01180,Chennai,Tamil Nadu,Chennai,Agricultural,22.24,11394603,253415970.72,2024,12.6,65.8,85.8,No,Yes,Mixed Use,10.45,2,58,62,4.19,40,4,3.83,71,87,2026-05-29
L01181,Pune,Maharashtra,Pune,Industrial,24.59,5032548,123750355.32,2018,40.6,13.0,94.4,No,No,Residential,10.09,4,89,141,3.35,77,3,9.86,51,87,2026-05-29
L01182,Pune,Maharashtra,Pune,Residential,13.42,2840694,38122113.48,2025,15.8,4.8,2.9,Yes,No,Residential,10.9,3,58,54,2.48,81,2,6.42,67,60,2026-05-29
L01183,Cuttack,Odisha,Cuttack,Residential,6.76,1771861,11977780.36,2023,44.4,21.1,115.8,No,Yes,Commercial,20.62,2,46,123,1.61,74,3,6.33,79,62,2026-05-29
L01184,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,7.6,5563487,42282501.2,2023,20.5,37.1,80.7,No,No,Mixed Use,15.51,3,65,34,2.26,59,1,4.43,48,60,2026-05-29
L01185,Chennai,Tamil Nadu,Chennai,Commercial,8.33,6405205,53355357.65,2021,43.3,26.9,4.7,Yes,No,Commercial,6.23,5,40,67,1.66,77,5,1.72,96,74,2026-05-29
L01186,Pune,Maharashtra,Pune,Agricultural,11.51,4136650,47612841.5,2025,1.3,11.2,95.8,No,No,Industrial,21.37,4,87,39,0.54,42,5,6.06,75,89,2026-05-29
L01187,Puri,Odisha,Puri,Agricultural,3.81,3009660,11466804.6,2022,17.7,59.4,92.3,Yes,No,Commercial,24.66,3,61,130,1.9,71,5,9.86,44,85,2026-05-29
L01188,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,20.14,10599839,213480757.46,2018,15.1,26.8,41.5,Yes,Yes,Mixed Use,11.29,2,66,97,5.08,81,4,9.05,86,51,2026-05-29
L01189,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,14.28,14608453,208608708.84,2023,32.0,69.5,73.6,Yes,Yes,Agricultural,6.52,3,48,84,3.58,74,2,3.2,55,49,2026-05-29
L01190,Chennai,Tamil Nadu,Chennai,Industrial,3.96,12875486,50986924.56,2021,15.4,29.8,52.7,Yes,Yes,Commercial,20.59,3,94,23,2.12,73,2,6.59,83,69,2026-05-29
L01191,Hyderabad,Telangana,Hyderabad,Industrial,21.4,8996972,192535200.8,2018,16.4,7.7,21.7,Yes,Yes,Agricultural,13.11,1,73,132,4.83,59,3,4.37,79,79,2026-05-29
L01192,Chennai,Tamil Nadu,Chennai,Residential,7.77,10639736,82670748.72,2018,34.6,28.6,83.7,Yes,No,Agricultural,12.61,3,51,39,2.08,88,5,11.04,99,42,2026-05-29
L01193,Chennai,Tamil Nadu,Chennai,Commercial,12.2,10227031,124769778.2,2022,6.2,45.1,12.2,Yes,Yes,Mixed Use,4.72,4,47,64,2.38,56,5,2.62,53,53,2026-05-29
L01194,Chennai,Tamil Nadu,Chennai,Industrial,4.41,8803404,38823011.64,2018,43.5,9.5,100.8,Yes,Yes,Residential,8.76,4,64,128,0.67,98,4,1.01,98,91,2026-05-29
L01195,Pune,Maharashtra,Pune,Industrial,23.43,5757596,134900474.28,2020,30.0,73.7,90.0,Yes,Yes,Commercial,19.35,2,93,70,1.02,55,4,10.78,62,71,2026-05-29
L01196,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,22.46,5209856,117013365.76,2025,11.6,61.4,5.6,No,Yes,Agricultural,18.24,2,95,33,3.1,42,5,1.99,94,68,2026-05-29
L01197,Cuttack,Odisha,Cuttack,Agricultural,21.89,12592038,275639711.82,2019,47.9,38.6,26.9,No,No,Mixed Use,18.01,2,69,117,3.07,64,4,3.76,80,82,2026-05-29
L01198,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,14.2,8349353,118560812.6,2023,28.0,63.8,119.6,Yes,No,Agricultural,18.65,4,96,52,1.3,100,3,1.7,61,99,2026-05-29
L01199,Cuttack,Odisha,Cuttack,Agricultural,10.6,6252987,66281662.2,2016,30.3,36.3,33.1,Yes,Yes,Mixed Use,13.72,3,77,85,5.94,65,5,10.93,96,74,2026-05-29
L01200,Cuttack,Odisha,Cuttack,Residential,17.48,9092963,158944993.24,2019,40.7,11.6,25.4,No,No,Industrial,13.59,2,80,53,1.82,75,5,10.06,83,84,2026-05-29
L01201,Pune,Maharashtra,Pune,Industrial,10.65,9802461,104396209.65,2020,15.9,25.7,111.9,Yes,No,Commercial,15.87,4,79,106,1.51,69,3,4.42,55,88,2026-05-29
L01202,Puri,Odisha,Puri,Industrial,8.32,3602656,29974097.92,2023,30.5,48.1,71.2,No,No,Residential,23.91,2,95,106,4.08,65,5,7.09,76,59,2026-05-29
L01203,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,7.22,5163358,37279444.76,2017,9.4,53.2,33.5,Yes,Yes,Residential,20.22,5,82,21,0.98,98,3,3.22,76,52,2026-05-29
L01204,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,17.99,5169932,93007076.68,2015,26.3,35.9,90.5,Yes,No,Residential,20.95,4,46,121,0.62,49,4,6.87,67,58,2026-05-29
L01205,Bengaluru,Karnataka,Bengaluru Urban,Industrial,13.03,1148845,14969450.35,2019,7.6,65.9,10.9,No,No,Residential,15.55,4,61,113,4.77,59,3,2.63,68,91,2026-05-29
L01206,Puri,Odisha,Puri,Agricultural,19.89,3352380,66678838.2,2017,26.5,36.2,83.1,No,No,Residential,3.39,4,48,129,1.13,97,2,2.81,88,100,2026-05-29
L01207,Hyderabad,Telangana,Hyderabad,Industrial,17.87,7071912,126375067.44,2021,34.6,52.1,79.8,Yes,Yes,Commercial,8.06,5,40,79,1.47,92,1,6.02,79,96,2026-05-29
L01208,Rourkela,Odisha,Sundargarh,Commercial,2.77,9113345,25243965.65,2025,5.7,18.1,84.0,Yes,No,Residential,24.23,1,43,90,1.05,76,3,7.81,76,74,2026-05-29
L01209,Pune,Maharashtra,Pune,Agricultural,7.76,2707018,21006459.68,2018,48.2,25.1,70.2,Yes,Yes,Residential,17.94,4,68,150,0.5,75,2,9.03,57,82,2026-05-29
L01210,Hyderabad,Telangana,Hyderabad,Industrial,23.67,14368713,340107436.71,2017,30.7,11.7,86.5,Yes,No,Mixed Use,16.51,2,87,44,4.21,40,4,6.96,86,41,2026-05-29
L01211,Cuttack,Odisha,Cuttack,Commercial,13.33,9775064,130301603.12,2018,4.8,29.7,79.5,Yes,No,Commercial,24.03,2,68,40,1.78,85,5,8.33,77,70,2026-05-29
L01212,Sambalpur,Odisha,Sambalpur,Commercial,17.9,14210535,254368576.5,2015,10.1,79.9,102.2,Yes,No,Commercial,15.14,1,89,24,2.02,44,5,5.2,43,82,2026-05-29
L01213,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,15.98,9672093,154560046.14,2024,47.7,65.4,60.7,No,No,Residential,8.78,3,73,103,2.93,66,1,4.91,66,47,2026-05-29
L01214,Hyderabad,Telangana,Hyderabad,Residential,3.76,11118082,41803988.32,2026,25.6,22.4,97.8,Yes,Yes,Commercial,10.47,1,96,117,5.53,40,5,7.68,74,99,2026-05-29
L01215,Chennai,Tamil Nadu,Chennai,Commercial,9.93,969517,9627303.81,2018,39.2,79.5,41.1,No,No,Agricultural,6.33,3,41,83,5.77,52,1,5.42,50,92,2026-05-29
L01216,Hyderabad,Telangana,Hyderabad,Commercial,5.78,10703751,61867680.78,2022,20.5,27.9,50.0,Yes,No,Industrial,17.68,3,73,149,4.81,84,2,7.98,90,43,2026-05-29
L01217,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,19.26,1870389,36023692.14,2026,24.6,39.6,116.7,Yes,No,Agricultural,23.8,2,76,77,4.35,60,2,5.27,96,81,2026-05-29
L01218,Chennai,Tamil Nadu,Chennai,Agricultural,2.57,7549000,19400930.0,2024,19.7,6.4,119.2,Yes,Yes,Agricultural,6.76,3,87,30,3.68,58,5,7.98,52,54,2026-05-29
L01219,Pune,Maharashtra,Pune,Agricultural,6.45,11723219,75614762.55,2016,36.2,79.0,109.3,Yes,Yes,Agricultural,21.46,2,59,81,1.28,63,4,2.45,46,92,2026-05-29
L01220,Cuttack,Odisha,Cuttack,Commercial,7.91,7361340,58228199.4,2022,27.5,20.0,107.2,No,No,Commercial,21.06,5,79,42,5.51,77,2,6.63,93,94,2026-05-29
L01221,Cuttack,Odisha,Cuttack,Commercial,2.25,5013079,11279427.75,2018,12.1,30.4,80.7,No,No,Residential,9.06,3,72,93,5.27,42,3,10.68,78,56,2026-05-29
L01222,Bhubaneswar,Odisha,Khordha,Industrial,11.06,2143775,23710151.5,2017,31.4,13.4,50.8,Yes,Yes,Agricultural,24.93,1,99,120,2.56,77,5,2.55,62,54,2026-05-29
L01223,Pune,Maharashtra,Pune,Agricultural,10.64,2418358,25731329.12,2024,27.7,43.1,15.4,No,No,Agricultural,14.36,1,59,93,3.54,60,1,2.72,52,63,2026-05-29
L01224,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,14.92,4413217,65845197.64,2015,17.6,70.2,95.2,Yes,No,Commercial,5.26,4,54,40,5.92,80,1,8.78,60,94,2026-05-29
L01225,Puri,Odisha,Puri,Industrial,17.77,2617093,46505742.61,2018,23.8,39.5,108.9,Yes,Yes,Commercial,22.29,1,97,131,2.77,69,1,5.54,63,83,2026-05-29
L01226,Pune,Maharashtra,Pune,Agricultural,7.43,2093622,15555611.46,2020,42.3,72.0,86.8,Yes,Yes,Commercial,23.51,3,74,132,3.02,67,3,9.9,55,71,2026-05-29
L01227,Cuttack,Odisha,Cuttack,Industrial,16.71,6607331,110408501.01,2022,28.4,59.3,33.4,No,No,Industrial,10.69,4,72,60,3.6,94,2,4.57,93,76,2026-05-29
L01228,Pune,Maharashtra,Pune,Agricultural,12.41,2405777,29855692.57,2018,42.0,26.4,63.9,No,Yes,Commercial,6.83,5,59,31,2.0,75,2,10.53,90,47,2026-05-29
L01229,Sambalpur,Odisha,Sambalpur,Industrial,21.55,6379361,137475229.55,2022,31.3,47.5,75.2,Yes,Yes,Residential,13.82,2,63,103,3.46,85,4,10.62,91,74,2026-05-29
L01230,Rourkela,Odisha,Sundargarh,Residential,15.43,6780158,104617837.94,2022,15.3,63.4,94.1,No,Yes,Agricultural,19.42,1,55,147,1.91,69,2,2.14,91,56,2026-05-29
L01231,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,5.13,14354580,73638995.4,2015,30.8,27.8,43.3,Yes,Yes,Agricultural,21.27,3,75,141,4.31,92,3,6.63,78,91,2026-05-29
L01232,Hyderabad,Telangana,Hyderabad,Agricultural,6.13,2577473,15799909.49,2021,20.8,46.2,91.1,No,No,Mixed Use,8.33,3,99,125,0.5,100,1,10.16,81,58,2026-05-29
L01233,Sambalpur,Odisha,Sambalpur,Commercial,5.71,11224718,64093139.78,2021,46.1,46.5,24.5,Yes,Yes,Agricultural,11.12,2,45,49,4.51,84,1,7.09,100,75,2026-05-29
L01234,Chennai,Tamil Nadu,Chennai,Commercial,14.29,13506269,193004584.01,2018,46.6,2.8,102.1,Yes,No,Mixed Use,5.21,3,69,116,1.87,93,2,7.42,66,77,2026-05-29
L01235,Hyderabad,Telangana,Hyderabad,Industrial,18.4,14267776,262527078.4,2017,16.3,64.4,10.6,Yes,No,Residential,18.01,3,92,77,2.16,82,4,9.95,94,52,2026-05-29
L01236,Cuttack,Odisha,Cuttack,Commercial,17.47,3705685,64738316.95,2018,48.0,76.3,16.5,Yes,No,Mixed Use,11.15,5,100,77,3.65,60,2,3.69,51,95,2026-05-29
L01237,Chennai,Tamil Nadu,Chennai,Residential,8.17,6063648,49540004.16,2023,16.0,19.2,116.7,No,Yes,Industrial,6.27,4,54,96,4.56,85,5,3.24,48,84,2026-05-29
L01238,Pune,Maharashtra,Pune,Industrial,17.68,11647020,205919313.6,2019,5.9,20.1,13.2,Yes,Yes,Industrial,19.72,5,61,43,2.15,51,5,9.59,47,83,2026-05-29
L01239,Chennai,Tamil Nadu,Chennai,Residential,13.04,6877414,89681478.56,2019,11.2,37.5,79.8,No,No,Mixed Use,3.02,4,95,119,3.75,40,4,7.1,79,58,2026-05-29
L01240,Chennai,Tamil Nadu,Chennai,Commercial,17.07,14312851,244320366.57,2016,23.3,78.8,106.8,Yes,No,Commercial,10.41,4,73,66,5.44,77,4,6.5,97,59,2026-05-29
L01241,Sambalpur,Odisha,Sambalpur,Residential,17.65,5231920,92343388.0,2021,20.9,4.5,13.9,No,Yes,Agricultural,3.42,2,71,134,5.87,51,5,5.4,100,40,2026-05-29
L01242,Bengaluru,Karnataka,Bengaluru Urban,Residential,6.33,4562498,28880612.34,2016,2.9,16.1,3.2,No,Yes,Commercial,15.46,1,42,124,3.82,81,2,9.06,99,77,2026-05-29
L01243,Chennai,Tamil Nadu,Chennai,Residential,16.22,554786,8998628.92,2019,14.1,68.5,41.8,No,Yes,Agricultural,7.57,3,66,104,1.53,96,4,10.11,64,41,2026-05-29
L01244,Rourkela,Odisha,Sundargarh,Industrial,5.65,2196446,12409919.9,2022,26.5,6.2,32.9,No,Yes,Commercial,10.09,1,58,51,5.15,61,2,9.99,89,79,2026-05-29
L01245,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,2.31,11552527,26686337.37,2016,16.5,43.9,23.9,Yes,No,Industrial,23.74,3,95,47,3.07,61,4,8.93,41,57,2026-05-29
L01246,Rourkela,Odisha,Sundargarh,Agricultural,1.41,1412216,1991224.56,2021,5.0,29.0,30.6,No,No,Residential,24.95,3,50,139,5.1,48,3,7.64,89,89,2026-05-29
L01247,Bengaluru,Karnataka,Bengaluru Urban,Industrial,17.5,10197291,178452592.5,2025,38.8,40.8,110.1,No,Yes,Mixed Use,14.21,1,54,76,3.71,64,4,7.35,75,75,2026-05-29
L01248,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,17.17,1658607,28478282.19,2023,8.3,66.6,58.1,Yes,Yes,Mixed Use,14.84,4,40,61,5.17,40,1,11.78,64,89,2026-05-29
L01249,Rourkela,Odisha,Sundargarh,Agricultural,8.12,8448335,68600480.2,2025,10.0,38.7,15.3,No,No,Mixed Use,19.12,2,80,25,3.06,95,1,5.08,67,59,2026-05-29
L01250,Chennai,Tamil Nadu,Chennai,Agricultural,6.86,6281608,43091830.88,2025,46.8,14.1,52.4,Yes,No,Industrial,19.22,5,83,55,5.61,79,2,10.82,57,80,2026-05-29
L01251,Rourkela,Odisha,Sundargarh,Agricultural,8.62,8291734,71474747.08,2021,39.9,13.8,19.1,No,No,Industrial,21.45,3,62,20,4.7,53,4,4.36,96,85,2026-05-29
L01252,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,15.81,3371626,53305407.06,2019,11.6,77.4,109.2,No,Yes,Residential,23.27,4,69,71,4.65,75,5,6.58,76,92,2026-05-29
L01253,Pune,Maharashtra,Pune,Residential,9.93,9623596,95562308.28,2024,38.9,55.9,15.7,Yes,No,Agricultural,7.98,1,96,37,4.29,74,2,6.65,78,90,2026-05-29
L01254,Rourkela,Odisha,Sundargarh,Agricultural,24.45,10272052,251151671.4,2024,1.2,10.9,107.7,No,No,Commercial,23.62,1,49,140,5.73,99,1,7.9,99,52,2026-05-29
L01255,Rourkela,Odisha,Sundargarh,Residential,6.78,1159878,7863972.84,2019,30.1,68.0,3.5,No,No,Agricultural,21.42,5,79,125,4.17,86,1,8.49,72,69,2026-05-29
L01256,Pune,Maharashtra,Pune,Residential,13.45,4429724,59579787.8,2018,7.6,46.5,38.8,Yes,No,Agricultural,8.98,3,69,79,4.4,100,4,7.43,51,54,2026-05-29
L01257,Bengaluru,Karnataka,Bengaluru Urban,Industrial,3.03,12077050,36593461.5,2025,15.1,3.8,60.7,Yes,No,Residential,23.71,3,91,83,3.83,42,3,5.24,99,40,2026-05-29
